"date","value","section","grouping","sort","units","grade","level_achieved"
2010,NA,"Standardized_Scores","African American","E3","score","All","Meets_or_Above"
2010,NA,"Standardized_Scores","African American","E3","score","All","Masters"
2010,NA,"Standardized_Scores","American Indian","E4","score","All","Approaches_or_Above"
2010,NA,"Standardized_Scores","American Indian","E4","score","All","Failing"
2010,NA,"Standardized_Scores","American Indian","E4","score","All","Meets_or_Above"
2010,NA,"Standardized_Scores","American Indian","E4","score","All","Masters"
2010,NA,"Standardized_Scores","Asian","E5","score","All","Approaches_or_Above"
2010,NA,"Standardized_Scores","Asian","E5","score","All","Failing"
2010,NA,"Standardized_Scores","Asian","E5","score","All","Meets_or_Above"
2010,NA,"Standardized_Scores","Asian","E5","score","All","Masters"
2010,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Approaches_or_Above"
2010,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Failing"
2010,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Meets_or_Above"
2010,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Masters"
2010,89,"Standardized_Scores","2 or More Races","E7","score","All","Approaches_or_Above"
2010,11,"Standardized_Scores","2 or More Races","E7","score","All","Failing"
2010,NA,"Standardized_Scores","2 or More Races","E7","score","All","Meets_or_Above"
2010,NA,"Standardized_Scores","2 or More Races","E7","score","All","Masters"
2010,71,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Approaches_or_Above"
2010,29,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Failing"
2010,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Meets_or_Above"
2010,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Masters"
2010,95,"Standardized_Scores","SDAA Met ARD","O2","score","All","Approaches_or_Above"
2010,95,"Standardized_Scores","SDAA Met ARD","O2","score","All","Failing"
2010,92,"Standardized_Scores","All Subjects","SUBJ1","score","All","Approaches_or_Above"
2010,8,"Standardized_Scores","All Subjects","SUBJ1","score","All","Failing"
2010,NA,"Standardized_Scores","All Subjects","SUBJ1","score","All","Meets_or_Above"
2010,NA,"Standardized_Scores","All Subjects","SUBJ1","score","All","Masters"
2010,94,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Approaches_or_Above"
2010,6,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Failing"
2010,NA,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Meets_or_Above"
2010,NA,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Masters"
2010,93,"Standardized_Scores","Writing","SUBJ3","score","All","Approaches_or_Above"
2010,7,"Standardized_Scores","Writing","SUBJ3","score","All","Failing"
2010,NA,"Standardized_Scores","Writing","SUBJ3","score","All","Meets_or_Above"
2010,NA,"Standardized_Scores","Writing","SUBJ3","score","All","Masters"
2010,88,"Standardized_Scores","Mathematics","SUBJ4","score","All","Approaches_or_Above"
2010,12,"Standardized_Scores","Mathematics","SUBJ4","score","All","Failing"
2010,NA,"Standardized_Scores","Mathematics","SUBJ4","score","All","Meets_or_Above"
2010,NA,"Standardized_Scores","Mathematics","SUBJ4","score","All","Masters"
2010,88,"Standardized_Scores","Science","SUBJ5","score","All","Approaches_or_Above"
2010,12,"Standardized_Scores","Science","SUBJ5","score","All","Failing"
2010,NA,"Standardized_Scores","Science","SUBJ5","score","All","Meets_or_Above"
2010,NA,"Standardized_Scores","Science","SUBJ5","score","All","Masters"
2010,97,"Standardized_Scores","Social Studies","SUBJ6","score","All","Approaches_or_Above"
2010,3,"Standardized_Scores","Social Studies","SUBJ6","score","All","Failing"
2010,NA,"Standardized_Scores","Social Studies","SUBJ6","score","All","Meets_or_Above"
2010,NA,"Standardized_Scores","Social Studies","SUBJ6","score","All","Masters"
2011,86,"Standardized_Scores","White","E1","score","All","Approaches_or_Above"
2011,14,"Standardized_Scores","White","E1","score","All","Failing"
2011,NA,"Standardized_Scores","White","E1","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","White","E1","score","All","Masters"
2011,78,"Standardized_Scores","Hispanic","E2","score","All","Approaches_or_Above"
2011,22,"Standardized_Scores","Hispanic","E2","score","All","Failing"
2011,NA,"Standardized_Scores","Hispanic","E2","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","Hispanic","E2","score","All","Masters"
2011,77,"Standardized_Scores","African American","E3","score","All","Approaches_or_Above"
2011,23,"Standardized_Scores","African American","E3","score","All","Failing"
2011,NA,"Standardized_Scores","African American","E3","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","African American","E3","score","All","Masters"
2011,NA,"Standardized_Scores","American Indian","E4","score","All","Approaches_or_Above"
2011,NA,"Standardized_Scores","American Indian","E4","score","All","Failing"
2011,NA,"Standardized_Scores","American Indian","E4","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","American Indian","E4","score","All","Masters"
2011,NA,"Standardized_Scores","Asian","E5","score","All","Approaches_or_Above"
2011,NA,"Standardized_Scores","Asian","E5","score","All","Failing"
2011,NA,"Standardized_Scores","Asian","E5","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","Asian","E5","score","All","Masters"
2011,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Approaches_or_Above"
2011,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Failing"
2011,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Masters"
2011,86,"Standardized_Scores","2 or More Races","E7","score","All","Approaches_or_Above"
2011,14,"Standardized_Scores","2 or More Races","E7","score","All","Failing"
2011,NA,"Standardized_Scores","2 or More Races","E7","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","2 or More Races","E7","score","All","Masters"
2011,72,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Approaches_or_Above"
2011,28,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Failing"
2011,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Masters"
2011,NA,"Standardized_Scores","SDAA Met ARD","O2","score","All","Approaches_or_Above"
2011,NA,"Standardized_Scores","SDAA Met ARD","O2","score","All","Failing"
2011,91.8,"Standardized_Scores","All Subjects","SUBJ1","score","All","Approaches_or_Above"
2011,8.2,"Standardized_Scores","All Subjects","SUBJ1","score","All","Failing"
2011,NA,"Standardized_Scores","All Subjects","SUBJ1","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","All Subjects","SUBJ1","score","All","Masters"
2011,93,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Approaches_or_Above"
2011,7,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Failing"
2011,NA,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Masters"
2011,92,"Standardized_Scores","Writing","SUBJ3","score","All","Approaches_or_Above"
2011,8,"Standardized_Scores","Writing","SUBJ3","score","All","Failing"
2011,NA,"Standardized_Scores","Writing","SUBJ3","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","Writing","SUBJ3","score","All","Masters"
2011,88,"Standardized_Scores","Mathematics","SUBJ4","score","All","Approaches_or_Above"
2011,12,"Standardized_Scores","Mathematics","SUBJ4","score","All","Failing"
2011,NA,"Standardized_Scores","Mathematics","SUBJ4","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","Mathematics","SUBJ4","score","All","Masters"
2011,89,"Standardized_Scores","Science","SUBJ5","score","All","Approaches_or_Above"
2011,11,"Standardized_Scores","Science","SUBJ5","score","All","Failing"
2011,NA,"Standardized_Scores","Science","SUBJ5","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","Science","SUBJ5","score","All","Masters"
2011,97,"Standardized_Scores","Social Studies","SUBJ6","score","All","Approaches_or_Above"
2011,3,"Standardized_Scores","Social Studies","SUBJ6","score","All","Failing"
2011,NA,"Standardized_Scores","Social Studies","SUBJ6","score","All","Meets_or_Above"
2011,NA,"Standardized_Scores","Social Studies","SUBJ6","score","All","Masters"
2012,87,"Standardized_Scores","White","E1","score","All","Approaches_or_Above"
2012,13,"Standardized_Scores","White","E1","score","All","Failing"
2012,NA,"Standardized_Scores","White","E1","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","White","E1","score","All","Masters"
2012,80,"Standardized_Scores","Hispanic","E2","score","All","Approaches_or_Above"
2012,20,"Standardized_Scores","Hispanic","E2","score","All","Failing"
2012,NA,"Standardized_Scores","Hispanic","E2","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","Hispanic","E2","score","All","Masters"
2012,82,"Standardized_Scores","African American","E3","score","All","Approaches_or_Above"
2012,18,"Standardized_Scores","African American","E3","score","All","Failing"
2012,NA,"Standardized_Scores","African American","E3","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","African American","E3","score","All","Masters"
2012,88,"Standardized_Scores","American Indian","E4","score","All","Approaches_or_Above"
2012,12,"Standardized_Scores","American Indian","E4","score","All","Failing"
2012,NA,"Standardized_Scores","American Indian","E4","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","American Indian","E4","score","All","Masters"
2012,94,"Standardized_Scores","Asian","E5","score","All","Approaches_or_Above"
2012,6,"Standardized_Scores","Asian","E5","score","All","Failing"
2012,NA,"Standardized_Scores","Asian","E5","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","Asian","E5","score","All","Masters"
2012,81,"Standardized_Scores","Pacific Islander","E6","score","All","Approaches_or_Above"
2012,19,"Standardized_Scores","Pacific Islander","E6","score","All","Failing"
2012,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Masters"
2012,86,"Standardized_Scores","2 or More Races","E7","score","All","Approaches_or_Above"
2012,14,"Standardized_Scores","2 or More Races","E7","score","All","Failing"
2012,NA,"Standardized_Scores","2 or More Races","E7","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","2 or More Races","E7","score","All","Masters"
2012,74,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Approaches_or_Above"
2012,26,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Failing"
2012,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Masters"
2012,NA,"Standardized_Scores","SDAA Met ARD","O2","score","All","Approaches_or_Above"
2012,NA,"Standardized_Scores","SDAA Met ARD","O2","score","All","Failing"
2012,83.2,"Standardized_Scores","All Subjects","SUBJ1","score","All","Approaches_or_Above"
2012,16.8,"Standardized_Scores","All Subjects","SUBJ1","score","All","Failing"
2012,NA,"Standardized_Scores","All Subjects","SUBJ1","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","All Subjects","SUBJ1","score","All","Masters"
2012,85,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Approaches_or_Above"
2012,15,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Failing"
2012,NA,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Masters"
2012,73,"Standardized_Scores","Writing","SUBJ3","score","All","Approaches_or_Above"
2012,27,"Standardized_Scores","Writing","SUBJ3","score","All","Failing"
2012,NA,"Standardized_Scores","Writing","SUBJ3","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","Writing","SUBJ3","score","All","Masters"
2012,85,"Standardized_Scores","Mathematics","SUBJ4","score","All","Approaches_or_Above"
2012,15,"Standardized_Scores","Mathematics","SUBJ4","score","All","Failing"
2012,NA,"Standardized_Scores","Mathematics","SUBJ4","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","Mathematics","SUBJ4","score","All","Masters"
2012,88,"Standardized_Scores","Science","SUBJ5","score","All","Approaches_or_Above"
2012,12,"Standardized_Scores","Science","SUBJ5","score","All","Failing"
2012,NA,"Standardized_Scores","Science","SUBJ5","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","Science","SUBJ5","score","All","Masters"
2012,85,"Standardized_Scores","Social Studies","SUBJ6","score","All","Approaches_or_Above"
2012,15,"Standardized_Scores","Social Studies","SUBJ6","score","All","Failing"
2012,NA,"Standardized_Scores","Social Studies","SUBJ6","score","All","Meets_or_Above"
2012,NA,"Standardized_Scores","Social Studies","SUBJ6","score","All","Masters"
2013,86,"Standardized_Scores","White","E1","score","All","Approaches_or_Above"
2013,14,"Standardized_Scores","White","E1","score","All","Failing"
2013,NA,"Standardized_Scores","White","E1","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","White","E1","score","All","Masters"
2013,79,"Standardized_Scores","Hispanic","E2","score","All","Approaches_or_Above"
2013,21,"Standardized_Scores","Hispanic","E2","score","All","Failing"
2013,NA,"Standardized_Scores","Hispanic","E2","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","Hispanic","E2","score","All","Masters"
2013,82,"Standardized_Scores","African American","E3","score","All","Approaches_or_Above"
2013,18,"Standardized_Scores","African American","E3","score","All","Failing"
2013,NA,"Standardized_Scores","African American","E3","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","African American","E3","score","All","Masters"
2013,88,"Standardized_Scores","American Indian","E4","score","All","Approaches_or_Above"
2013,12,"Standardized_Scores","American Indian","E4","score","All","Failing"
2013,NA,"Standardized_Scores","American Indian","E4","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","American Indian","E4","score","All","Masters"
2013,93,"Standardized_Scores","Asian","E5","score","All","Approaches_or_Above"
2013,7,"Standardized_Scores","Asian","E5","score","All","Failing"
2013,NA,"Standardized_Scores","Asian","E5","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","Asian","E5","score","All","Masters"
2013,79,"Standardized_Scores","Pacific Islander","E6","score","All","Approaches_or_Above"
2013,21,"Standardized_Scores","Pacific Islander","E6","score","All","Failing"
2013,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Masters"
2013,88,"Standardized_Scores","2 or More Races","E7","score","All","Approaches_or_Above"
2013,12,"Standardized_Scores","2 or More Races","E7","score","All","Failing"
2013,NA,"Standardized_Scores","2 or More Races","E7","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","2 or More Races","E7","score","All","Masters"
2013,74,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Approaches_or_Above"
2013,26,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Failing"
2013,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Masters"
2013,NA,"Standardized_Scores","SDAA Met ARD","O2","score","All","Approaches_or_Above"
2013,NA,"Standardized_Scores","SDAA Met ARD","O2","score","All","Failing"
2013,82,"Standardized_Scores","All Subjects","SUBJ1","score","All","Approaches_or_Above"
2013,18,"Standardized_Scores","All Subjects","SUBJ1","score","All","Failing"
2013,NA,"Standardized_Scores","All Subjects","SUBJ1","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","All Subjects","SUBJ1","score","All","Masters"
2013,86,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Approaches_or_Above"
2013,14,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Failing"
2013,NA,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Masters"
2013,69,"Standardized_Scores","Writing","SUBJ3","score","All","Approaches_or_Above"
2013,31,"Standardized_Scores","Writing","SUBJ3","score","All","Failing"
2013,NA,"Standardized_Scores","Writing","SUBJ3","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","Writing","SUBJ3","score","All","Masters"
2013,85,"Standardized_Scores","Mathematics","SUBJ4","score","All","Approaches_or_Above"
2013,15,"Standardized_Scores","Mathematics","SUBJ4","score","All","Failing"
2013,NA,"Standardized_Scores","Mathematics","SUBJ4","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","Mathematics","SUBJ4","score","All","Masters"
2013,87,"Standardized_Scores","Science","SUBJ5","score","All","Approaches_or_Above"
2013,13,"Standardized_Scores","Science","SUBJ5","score","All","Failing"
2013,NA,"Standardized_Scores","Science","SUBJ5","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","Science","SUBJ5","score","All","Masters"
2013,83,"Standardized_Scores","Social Studies","SUBJ6","score","All","Approaches_or_Above"
2013,17,"Standardized_Scores","Social Studies","SUBJ6","score","All","Failing"
2013,NA,"Standardized_Scores","Social Studies","SUBJ6","score","All","Meets_or_Above"
2013,NA,"Standardized_Scores","Social Studies","SUBJ6","score","All","Masters"
2014,87,"Standardized_Scores","White","E1","score","All","Approaches_or_Above"
2014,13,"Standardized_Scores","White","E1","score","All","Failing"
2014,NA,"Standardized_Scores","White","E1","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","White","E1","score","All","Masters"
2014,80,"Standardized_Scores","Hispanic","E2","score","All","Approaches_or_Above"
2014,20,"Standardized_Scores","Hispanic","E2","score","All","Failing"
2014,NA,"Standardized_Scores","Hispanic","E2","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","Hispanic","E2","score","All","Masters"
2014,82,"Standardized_Scores","African American","E3","score","All","Approaches_or_Above"
2014,18,"Standardized_Scores","African American","E3","score","All","Failing"
2014,NA,"Standardized_Scores","African American","E3","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","African American","E3","score","All","Masters"
2014,88,"Standardized_Scores","American Indian","E4","score","All","Approaches_or_Above"
2014,12,"Standardized_Scores","American Indian","E4","score","All","Failing"
2014,NA,"Standardized_Scores","American Indian","E4","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","American Indian","E4","score","All","Masters"
2014,91,"Standardized_Scores","Asian","E5","score","All","Approaches_or_Above"
2014,9,"Standardized_Scores","Asian","E5","score","All","Failing"
2014,NA,"Standardized_Scores","Asian","E5","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","Asian","E5","score","All","Masters"
2014,70,"Standardized_Scores","Pacific Islander","E6","score","All","Approaches_or_Above"
2014,30,"Standardized_Scores","Pacific Islander","E6","score","All","Failing"
2014,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Masters"
2014,87,"Standardized_Scores","2 or More Races","E7","score","All","Approaches_or_Above"
2014,13,"Standardized_Scores","2 or More Races","E7","score","All","Failing"
2014,NA,"Standardized_Scores","2 or More Races","E7","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","2 or More Races","E7","score","All","Masters"
2014,75,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Approaches_or_Above"
2014,25,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Failing"
2014,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Masters"
2014,NA,"Standardized_Scores","SDAA Met ARD","O2","score","All","Approaches_or_Above"
2014,NA,"Standardized_Scores","SDAA Met ARD","O2","score","All","Failing"
2014,83.4,"Standardized_Scores","All Subjects","SUBJ1","score","All","Approaches_or_Above"
2014,16.6,"Standardized_Scores","All Subjects","SUBJ1","score","All","Failing"
2014,NA,"Standardized_Scores","All Subjects","SUBJ1","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","All Subjects","SUBJ1","score","All","Masters"
2014,84,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Approaches_or_Above"
2014,16,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Failing"
2014,NA,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Masters"
2014,76,"Standardized_Scores","Writing","SUBJ3","score","All","Approaches_or_Above"
2014,24,"Standardized_Scores","Writing","SUBJ3","score","All","Failing"
2014,NA,"Standardized_Scores","Writing","SUBJ3","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","Writing","SUBJ3","score","All","Masters"
2014,84,"Standardized_Scores","Mathematics","SUBJ4","score","All","Approaches_or_Above"
2014,16,"Standardized_Scores","Mathematics","SUBJ4","score","All","Failing"
2014,NA,"Standardized_Scores","Mathematics","SUBJ4","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","Mathematics","SUBJ4","score","All","Masters"
2014,86,"Standardized_Scores","Science","SUBJ5","score","All","Approaches_or_Above"
2014,14,"Standardized_Scores","Science","SUBJ5","score","All","Failing"
2014,NA,"Standardized_Scores","Science","SUBJ5","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","Science","SUBJ5","score","All","Masters"
2014,87,"Standardized_Scores","Social Studies","SUBJ6","score","All","Approaches_or_Above"
2014,13,"Standardized_Scores","Social Studies","SUBJ6","score","All","Failing"
2014,NA,"Standardized_Scores","Social Studies","SUBJ6","score","All","Meets_or_Above"
2014,NA,"Standardized_Scores","Social Studies","SUBJ6","score","All","Masters"
2015,87,"Standardized_Scores","White","E1","score","All","Approaches_or_Above"
2015,13,"Standardized_Scores","White","E1","score","All","Failing"
2015,NA,"Standardized_Scores","White","E1","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","White","E1","score","All","Masters"
2015,81,"Standardized_Scores","Hispanic","E2","score","All","Approaches_or_Above"
2015,19,"Standardized_Scores","Hispanic","E2","score","All","Failing"
2015,NA,"Standardized_Scores","Hispanic","E2","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","Hispanic","E2","score","All","Masters"
2015,82,"Standardized_Scores","African American","E3","score","All","Approaches_or_Above"
2015,18,"Standardized_Scores","African American","E3","score","All","Failing"
2015,NA,"Standardized_Scores","African American","E3","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","African American","E3","score","All","Masters"
2015,94,"Standardized_Scores","American Indian","E4","score","All","Approaches_or_Above"
2015,6,"Standardized_Scores","American Indian","E4","score","All","Failing"
2015,NA,"Standardized_Scores","American Indian","E4","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","American Indian","E4","score","All","Masters"
2015,87,"Standardized_Scores","Asian","E5","score","All","Approaches_or_Above"
2015,13,"Standardized_Scores","Asian","E5","score","All","Failing"
2015,NA,"Standardized_Scores","Asian","E5","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","Asian","E5","score","All","Masters"
2015,76,"Standardized_Scores","Pacific Islander","E6","score","All","Approaches_or_Above"
2015,24,"Standardized_Scores","Pacific Islander","E6","score","All","Failing"
2015,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Masters"
2015,89,"Standardized_Scores","2 or More Races","E7","score","All","Approaches_or_Above"
2015,11,"Standardized_Scores","2 or More Races","E7","score","All","Failing"
2015,NA,"Standardized_Scores","2 or More Races","E7","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","2 or More Races","E7","score","All","Masters"
2015,74,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Approaches_or_Above"
2015,26,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Failing"
2015,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Masters"
2015,NA,"Standardized_Scores","SDAA Met ARD","O2","score","All","Approaches_or_Above"
2015,NA,"Standardized_Scores","SDAA Met ARD","O2","score","All","Failing"
2015,83.6,"Standardized_Scores","All Subjects","SUBJ1","score","All","Approaches_or_Above"
2015,16.4,"Standardized_Scores","All Subjects","SUBJ1","score","All","Failing"
2015,NA,"Standardized_Scores","All Subjects","SUBJ1","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","All Subjects","SUBJ1","score","All","Masters"
2015,84,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Approaches_or_Above"
2015,16,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Failing"
2015,NA,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","Reading-ELA","SUBJ2","score","All","Masters"
2015,76,"Standardized_Scores","Writing","SUBJ3","score","All","Approaches_or_Above"
2015,24,"Standardized_Scores","Writing","SUBJ3","score","All","Failing"
2015,NA,"Standardized_Scores","Writing","SUBJ3","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","Writing","SUBJ3","score","All","Masters"
2015,85,"Standardized_Scores","Mathematics","SUBJ4","score","All","Approaches_or_Above"
2015,15,"Standardized_Scores","Mathematics","SUBJ4","score","All","Failing"
2015,NA,"Standardized_Scores","Mathematics","SUBJ4","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","Mathematics","SUBJ4","score","All","Masters"
2015,85,"Standardized_Scores","Science","SUBJ5","score","All","Approaches_or_Above"
2015,15,"Standardized_Scores","Science","SUBJ5","score","All","Failing"
2015,NA,"Standardized_Scores","Science","SUBJ5","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","Science","SUBJ5","score","All","Masters"
2015,88,"Standardized_Scores","Social Studies","SUBJ6","score","All","Approaches_or_Above"
2015,12,"Standardized_Scores","Social Studies","SUBJ6","score","All","Failing"
2015,NA,"Standardized_Scores","Social Studies","SUBJ6","score","All","Meets_or_Above"
2015,NA,"Standardized_Scores","Social Studies","SUBJ6","score","All","Masters"
2016,86,"Standardized_Scores","White","E1","score","All","Approaches_or_Above"
2016,14,"Standardized_Scores","White","E1","score","All","Failing"
2016,NA,"Standardized_Scores","White","E1","score","All","Meets_or_Above"
2016,NA,"Standardized_Scores","White","E1","score","All","Masters"
2016,79,"Standardized_Scores","Hispanic","E2","score","All","Approaches_or_Above"
2016,21,"Standardized_Scores","Hispanic","E2","score","All","Failing"
2016,NA,"Standardized_Scores","Hispanic","E2","score","All","Meets_or_Above"
2016,NA,"Standardized_Scores","Hispanic","E2","score","All","Masters"
2016,80,"Standardized_Scores","African American","E3","score","All","Approaches_or_Above"
2016,20,"Standardized_Scores","African American","E3","score","All","Failing"
2016,NA,"Standardized_Scores","African American","E3","score","All","Meets_or_Above"
2016,NA,"Standardized_Scores","African American","E3","score","All","Masters"
2016,89,"Standardized_Scores","American Indian","E4","score","All","Approaches_or_Above"
2016,11,"Standardized_Scores","American Indian","E4","score","All","Failing"
2016,NA,"Standardized_Scores","American Indian","E4","score","All","Meets_or_Above"
2016,NA,"Standardized_Scores","American Indian","E4","score","All","Masters"
2016,88,"Standardized_Scores","Asian","E5","score","All","Approaches_or_Above"
2016,12,"Standardized_Scores","Asian","E5","score","All","Failing"
2016,NA,"Standardized_Scores","Asian","E5","score","All","Meets_or_Above"
2016,NA,"Standardized_Scores","Asian","E5","score","All","Masters"
2016,67,"Standardized_Scores","Pacific Islander","E6","score","All","Approaches_or_Above"
2016,33,"Standardized_Scores","Pacific Islander","E6","score","All","Failing"
2016,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Meets_or_Above"
2016,NA,"Standardized_Scores","Pacific Islander","E6","score","All","Masters"
2016,87,"Standardized_Scores","2 or More Races","E7","score","All","Approaches_or_Above"
2016,13,"Standardized_Scores","2 or More Races","E7","score","All","Failing"
2016,NA,"Standardized_Scores","2 or More Races","E7","score","All","Meets_or_Above"
2016,NA,"Standardized_Scores","2 or More Races","E7","score","All","Masters"
2016,73,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Approaches_or_Above"
2016,27,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Failing"
2016,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Meets_or_Above"
2016,NA,"Standardized_Scores","Economically Disadvantaged","O1","score","All","Masters"
